airline,airline_id,src_airport,src_airport_id,dest_airport,dest_airport_id,codeshare,stops,equipment
GL,921,IOT,\N,UMD,8628,,0,BH2
GL,921,IUI,\N,JUV,5448,,0,BH2
GL,921,IUI,\N,TQA,\N,,0,BH2
GL,921,JAV,3995,GOH,8,,0,DH8
GL,921,JAV,3995,JEG,3997,,0,DH8
GL,921,JAV,3995,JQA,5449,,0,DH8
GL,921,JAV,3995,JUV,5448,,0,DH8
GL,921,JAV,3995,SFJ,9,,0,DH8
GL,921,JEG,3997,JAV,3995,,0,DH8
GL,921,JEG,3997,JHS,5447,,0,DH8
GL,921,JEG,3997,SFJ,9,,0,DH8
GL,921,JFR,5440,GOH,8,,0,DH8
GL,921,JFR,5440,UAK,7,,0,DH8
GL,921,JHS,5447,GOH,8,,0,DH8
GL,921,JHS,5447,JEG,3997,,0,DH8
GL,921,JHS,5447,SFJ,9,,0,DH7 DH8
GL,921,JJU,5442,JNN,5444,,0,BH2
GL,921,JJU,5442,JNS,5445,,0,BH2
GL,921,JJU,5442,LLU,5438,,0,BH2
GL,921,JJU,5442,QFG,\N,,0,BH2
GL,921,JJU,5442,QJH,\N,,0,BH2
GL,921,JJU,5442,QUW,\N,,0,BH2
GL,921,JJU,5442,UAK,7,,0,BH2
GL,921,JNN,5444,JJU,5442,,0,BH2
GL,921,JNN,5444,LLU,5438,,0,BH2
GL,921,JNN,5444,QUW,\N,,0,BH2
GL,921,JNN,5444,XEQ,\N,,0,BH2
GL,921,JNS,5445,JJU,5442,,0,BH2
GL,921,JNS,5445,QFX,\N,,0,BH2
GL,921,JNS,5445,UAK,7,,0,BH2
GL,921,JQA,5449,JAV,3995,,0,DH8
GL,921,JQA,5449,UMD,8628,,0,BH2
GL,921,JSU,5443,GOH,8,,0,DH7
GL,921,JSU,5443,SFJ,9,,0,DH7
GL,921,JUK,\N,UMD,8628,,0,BH2
GL,921,JUU,\N,IOT,\N,,0,BH2
GL,921,JUU,\N,UMD,8628,,0,BH2
GL,921,JUV,5448,AOQ,\N,,0,BH2
GL,921,JUV,5448,IUI,\N,,0,BH2
GL,921,JUV,5448,JAV,3995,,0,DH8
GL,921,JUV,5448,KGQ,\N,,0,BH2
GL,921,JUV,5448,KHQ,\N,,0,BH2
GL,921,JUV,5448,NAQ,5446,,0,DH8
GL,921,JUV,5448,NSQ,\N,,0,BH2
GL,921,JUV,5448,TQA,\N,,0,BH2
GL,921,JUV,5448,UPK,\N,,0,BH2
GL,921,KEF,16,GOH,8,,0,DH8
GL,921,KGQ,\N,JUV,5448,,0,BH2
GL,921,KGQ,\N,UPK,\N,,0,BH2
GL,921,KHQ,\N,JUV,5448,,0,BH2
GL,921,KHQ,\N,NSQ,\N,,0,BH2
GL,921,KUS,4248,AGM,7642,,0,BH2
GL,921,KUS,4248,CNP,5439,,0,DH8
GL,921,KUS,4248,GOH,8,,0,DH8
GL,921,KUS,4248,SFJ,9,,0,DH8
GL,921,KUZ,\N,AGM,7642,,0,BH2
GL,921,LLU,5438,JJU,5442,,0,BH2
GL,921,LLU,5438,JNN,5444,,0,BH2
GL,921,NAQ,5446,JUV,5448,,0,DH8
GL,921,NAQ,5446,SRK,\N,,0,BH2
GL,921,NAQ,5446,THU,10,,0,BH2
GL,921,NIQ,\N,UMD,8628,,0,BH2
GL,921,NSQ,\N,JUV,5448,,0,BH2
GL,921,NSQ,\N,KHQ,\N,,0,BH2
GL,921,OBY,8208,CNP,5439,,0,NDE
GL,921,QFG,\N,QOQ,\N,,0,BH2
GL,921,QFN,\N,JNN,5444,,0,BH2
GL,921,QJH,\N,JJU,5442,,0,BH2
GL,921,QOQ,\N,JJU,5442,,0,BH2
GL,921,QUV,\N,QFN,\N,,0,BH2
GL,921,QUW,\N,JJU,5442,,0,BH2
GL,921,QUW,\N,JNN,5444,,0,BH2
GL,921,SAE,\N,IKE,\N,,0,BH2
GL,921,SAE,\N,UMD,8628,,0,BH2
GL,921,SFJ,9,CPH,609,,0,332
GL,921,SFJ,9,GOH,8,,0,DH8 DH7
GL,921,SFJ,9,JAV,3995,,0,DH8
GL,921,SFJ,9,JEG,3997,,0,DH8
GL,921,SFJ,9,JHS,5447,,0,DH7 DH8
GL,921,SFJ,9,JSU,5443,,0,DH7
GL,921,SFJ,9,KUS,4248,,0,DH8
GL,921,SFJ,9,UAK,7,,0,DH8
GL,921,SGG,\N,AGM,7642,,0,BH2
GL,921,SRK,\N,NAQ,5446,,0,BH2
GL,921,SVR,\N,THU,10,,0,BH2
GL,921,THU,10,NAQ,5446,,0,BH2
GL,921,THU,10,SVR,\N,,0,BH2
GL,921,TQA,\N,IUI,\N,,0,BH2
GL,921,TQA,\N,JUV,5448,,0,BH2
GL,921,TQI,\N,AGM,7642,,0,BH2
GL,921,UAK,7,GOH,8,,0,DH8
GL,921,UAK,7,JFR,5440,,0,DH8
GL,921,UAK,7,JJU,5442,,0,BH2
GL,921,UAK,7,JNS,5445,,0,BH2
GL,921,UAK,7,SFJ,9,,0,DH8
GL,921,UMD,8628,IKE,\N,,0,BH2
GL,921,UMD,8628,IOT,\N,,0,BH2
GL,921,UMD,8628,JQA,5449,,0,BH2
GL,921,UMD,8628,JUK,\N,,0,BH2
GL,921,UMD,8628,JUU,\N,,0,BH2
GL,921,UMD,8628,NIQ,\N,,0,BH2
GL,921,UMD,8628,SAE,\N,,0,BH2
GL,921,UPK,\N,JUV,5448,,0,BH2
GL,921,UPK,\N,KGQ,\N,,0,BH2
GL,921,XEQ,\N,QUV,\N,,0,BH2
GQ,1492,ATH,3941,HER,1452,,0,J41
