6368,Yulin Yuyang Airport,Yulin,China,UYN,ZLYL,38.35971,109.590927,0,8,U,Asia/Shanghai,airport,OurAirports
6369,Arvaikheer Airport,Arvaikheer,Mongolia,AVK,ZMAH,46.25030136,102.802002,5932,8,U,Asia/Ulaanbaatar,airport,OurAirports
6370,Altai Airport,Altai,Mongolia,LTI,ZMAT,46.37639999,96.22109985,7260,8,U,Asia/Ulaanbaatar,airport,OurAirports
6371,Bayankhongor Airport,Bayankhongor,Mongolia,BYN,ZMBH,46.16329956,100.7040024,6085,8,U,Asia/Ulaanbaatar,airport,OurAirports
6372,Dalanzadgad Airport,Dalanzadgad,Mongolia,DLZ,ZMDZ,43.59170151,104.4300003,4787,8,U,Asia/Ulaanbaatar,airport,OurAirports
6373,Khovd Airport,Khovd,Mongolia,HVD,ZMKD,47.95410156,91.62819672,4898,7,U,Asia/Hovd,airport,OurAirports
6374,M̦r̦n Airport,Muren,Mongolia,MXV,ZMMN,49.66329956,100.098999,4272,8,U,Asia/Ulaanbaatar,airport,OurAirports
6375,Diqing Airport,Shangri-La,China,DIG,ZPDQ,27.7936,99.6772,10761,8,U,Asia/Shanghai,airport,OurAirports
6376,Mangshi Airport,Luxi,China,LUM,ZPLX,24.4011,98.5317,2890,8,U,Asia/Shanghai,airport,OurAirports
6377,Pu'er Simao Airport,Simao,China,SYM,ZPSM,22.793301,100.959,0,8,U,Asia/Shanghai,airport,OurAirports
6378,Zhaotong Airport,Zhaotong,China,ZAT,ZPZT,27.32559967,103.7549973,0,8,U,Asia/Shanghai,airport,OurAirports
6379,Ganzhou Airport,Ganzhou,China,KOW,ZSGZ,25.853333,114.778889,387,8,U,Asia/Shanghai,airport,OurAirports
6380,Jingdezhen Airport,Jingdezhen,China,JDZ,ZSJD,29.33860016,117.1760025,112,8,U,Asia/Shanghai,airport,OurAirports
6381,Jiujiang Lushan Airport,Jiujiang,China,JIU,ZSJJ,29.476944,115.801111,0,8,U,Asia/Shanghai,airport,OurAirports
