8187,Morrisville Stowe State Airport,Morrisville,United States,MVL,KMVL,44.5345993,-72.61399841,732,-5,A,America/New_York,airport,OurAirports
8188,Dallas Executive Airport,Dallas,United States,RBD,KRBD,32.68090057,-96.86820221,660,-6,A,America/Chicago,airport,OurAirports
8189,Como (Idroscalo - Water Ad) Hidroport,Como,Italy,\N,LILY,45.814701,9.06972,663,1,E,Europe/Rome,airport,OurAirports
8192,Krainiy Airport,Baikonur,Kazakhstan,BXY,UAOL,45.621994,63.210773,317,6,U,Asia/Qyzylorda,airport,OurAirports
8194,Westerly State Airport,Washington County,United States,WST,KWST,41.34960175,-71.80339813,81,-5,A,America/New_York,airport,OurAirports
8195,Block Island State Airport,Block Island,United States,BID,KBID,41.16809845,-71.57779694,108,-5,A,America/New_York,airport,OurAirports
8199,Nightmute Airport,Nightmute,United States,NME,PAGT,60.47100067,-164.701004,4,-9,A,America/Anchorage,airport,OurAirports
8200,Toksook Bay Airport,Toksook Bay,United States,OOK,PAOO,60.54140091,-165.0870056,59,-9,A,America/Anchorage,airport,OurAirports
8208,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,OBY,BGSC,70.48822882,-21.97167993,238,-1,U,America/Scoresbysund,airport,OurAirports
8209,Vinnytsia/Gavyryshivka Airport,Vinnitsa,Ukraine,VIN,UKWW,49.242531,28.613778,961,2,E,Europe/Kiev,airport,OurAirports
8215,Decatur County Industrial Air Park,Bainbridge,United States,BGE,KBGE,30.9715004,-84.63739777,141,-5,A,America/New_York,airport,OurAirports
8216,La Romaine Airport,La Romaine,Canada,ZGS,CTT5,50.259701,-60.679401,90,-4,A,America/Blanc-Sablon,airport,OurAirports
8217,Kegaska Airport,Kegaska,Canada,ZKG,CTK6,50.19580078,-61.26580048,32,-4,A,America/Blanc-Sablon,airport,OurAirports
8218,Black Tickle Airport,Black Tickle,Canada,YBI,CCE4,53.4693985,-55.78499985,57,-4,A,America/Halifax,airport,OurAirports
8219,Silver Springs Airport,Silver Springs,United States,\N,KSPZ,39.40299988,-119.2509995,4269,-8,A,America/Los_Angeles,airport,OurAirports
8220,Whiteman Airport,Los Angeles,United States,WHP,KWHP,34.25930023,-118.413002,1003,-8,A,America/Los_Angeles,airport,OurAirports
8221,Madera Municipal Airport,Madera,United States,MAE,KMAE,36.98860168,-120.1119995,255,-8,A,America/Los_Angeles,airport,OurAirports
8223,Trail Airport,Trail,Canada,YZZ,CAD4,49.05559921,-117.6090012,1427,-8,A,America/Vancouver,airport,OurAirports
8224,Victoria Airport,Patricia Bay,Canada,\N,CAP5,48.65389205,-123.4504509,0,-8,A,America/Vancouver,airport,OurAirports
8225,Old Arctic Bay Airport,Arctic Bay,Canada,YAB,CJX7,73.00589225,-85.0325489,100,-6,A,America/Winnipeg,airport,OurAirports
8227,Birchwood Airport,Belmopan,Belize,\N,PABV,61.41650009,-149.5070038,83,-9,U,America/Anchorage,airport,OurAirports
8228,Grand-Santi Airport,Grand-Santi,French Guiana,GSI,SOGS,4.285833,-54.373056,207,-3,S,America/Cayenne,airport,OurAirports
8229,Maripasoula Airport,Maripasoula,French Guiana,MPY,SOOA,3.6575,-54.037201,406,-3,S,America/Cayenne,airport,OurAirports
8230,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,LDX,SOOM,5.48306,-54.034401,16,-3,S,America/Cayenne,airport,OurAirports
8233,Kanas Airport,Burqin,China,KJI,ZWKN,48.2223,86.9959,3921,8,U,Asia/Shanghai,airport,OurAirports
8234,CapurganÃ¡ Airport,Capurgana,Colombia,CPB,SKCA,8.63333,-77.35,49,-5,S,America/Bogota,airport,OurAirports
