3167,Sak Long Airport,Phetchabun,Thailand,\N,VTPL,16.82430077,101.2509995,500,7,U,Asia/Bangkok,airport,OurAirports
3169,Nakhon Sawan Airport,Nakhon Sawan,Thailand,\N,VTPN,15.67300034,100.137001,113,7,U,Asia/Bangkok,airport,OurAirports
3170,Phitsanulok Airport,Phitsanulok,Thailand,PHS,VTPP,16.78289986,100.2789993,154,7,U,Asia/Bangkok,airport,OurAirports
3171,Khunan Phumipol Airport,Tak,Thailand,\N,VTPY,17.23419952,99.05789948,492,7,U,Asia/Bangkok,airport,OurAirports
3172,Khoun Khan Airport,Satun,Thailand,\N,VTSA,6.661399841,100.0800018,18,7,U,Asia/Bangkok,airport,OurAirports
3173,Narathiwat Airport,Narathiwat,Thailand,NAW,VTSC,6.519919872,101.7429962,16,7,U,Asia/Bangkok,airport,OurAirports
3174,Krabi Airport,Krabi,Thailand,KBV,VTSG,8.09912014,98.98619843,82,7,U,Asia/Bangkok,airport,OurAirports
3175,Songkhla Airport,Songkhla,Thailand,SGZ,VTSH,7.186560154,100.6080017,12,7,U,Asia/Bangkok,airport,OurAirports
3176,Pattani Airport,Pattani,Thailand,PAN,VTSK,6.785459995,101.1539993,8,7,U,Asia/Bangkok,airport,OurAirports
3177,Samui Airport,Ko Samui,Thailand,USM,VTSM,9.547789574,100.0619965,64,7,U,Asia/Bangkok,airport,OurAirports
3178,Cha Eian Airport,Nakhon Si Thammarat,Thailand,\N,VTSN,8.471150398,99.95559692,44,7,U,Asia/Bangkok,airport,OurAirports
3179,Phuket International Airport,Phuket,Thailand,HKT,VTSP,8.1132,98.316902,82,7,U,Asia/Bangkok,airport,OurAirports
3180,Ranong Airport,Ranong,Thailand,UNN,VTSR,9.777620316,98.58550262,57,7,U,Asia/Bangkok,airport,OurAirports
3181,Hat Yai International Airport,Hat Yai,Thailand,HDY,VTSS,6.933209896,100.3929977,90,7,U,Asia/Bangkok,airport,OurAirports
3182,Trang Airport,Trang,Thailand,TST,VTST,7.508739948,99.61660004,67,7,U,Asia/Bangkok,airport,OurAirports
3183,Udon Thani Airport,Udon Thani,Thailand,UTH,VTUD,17.38640022,102.788002,579,7,U,Asia/Bangkok,airport,OurAirports
3184,Sakon Nakhon Airport,Sakon Nakhon,Thailand,SNO,VTUI,17.19510078,104.1190033,529,7,U,Asia/Bangkok,airport,OurAirports
