11803,Lime Acres Finsch Mine Airport,Lime Acres,South Africa,LMR,FALC,-28.36009979,23.43910027,4900,\N,\N,\N,airport,OurAirports
11804,Sua Pan Airport,Sowa,Botswana,SXN,FBSN,-20.5534,26.115801,2985,\N,\N,\N,airport,OurAirports
11805,Lusaka City Airport,Lusaka,Zambia,\N,FLLC,-15.41380024,28.33069992,4200,\N,\N,\N,airport,OurAirports
11806,Sumbe Airport,Sumbe,Angola,NDD,FNSU,-11.16790009,13.84749985,36,\N,\N,\N,airport,OurAirports
11807,Mangochi Airport,Mangochi,Malawi,MAI,FWMG,-14.4829998,35.26699829,1580,\N,\N,\N,airport,OurAirports
11808,Arandis Airport,Arandis,Namibia,ADI,FYAR,-22.46220016,14.97999954,1905,\N,\N,\N,airport,OurAirports
11809,Mariental Airport,Mariental,Namibia,\N,FYML,-24.60540009,17.92539978,3650,\N,\N,\N,airport,OurAirports
11810,Almaza Air Force Base,Cairo,Egypt,\N,HEAZ,30.09180069,31.36000061,300,\N,\N,\N,airport,OurAirports
11811,Beni Suef Air Base,Beni Suef,Egypt,\N,HEBS,29.20829964,31.01659966,108,\N,\N,\N,airport,OurAirports
11812,Jiyanklis Air Base,Jiyanklis,Egypt,\N,HEGS,30.81979942,30.19120026,49,\N,\N,\N,airport,OurAirports
11813,Merowe New Airport,Merowe,Sudan,MWE,HSMN,18.44333333,31.84333333,897,\N,\N,\N,airport,OurAirports
11814,St Louis Regional Airport,Alton/St Louis,United States,ALN,KALN,38.89030075,-90.04599762,544,\N,\N,\N,airport,OurAirports
11815,Chandler Field,Alexandria,United States,AXN,KAXN,45.86629868,-95.3946991,1425,\N,\N,\N,airport,OurAirports
11816,Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.26190186,-85.89630127,656,\N,\N,\N,airport,OurAirports
11817,Curtis Field,Brady,United States,BBD,KBBD,31.17930031,-99.32389832,1827,\N,\N,\N,airport,OurAirports
11818,Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.37310028,-118.3639984,4124,\N,\N,\N,airport,OurAirports
11819,Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.83729935,-117.8089981,3373,\N,\N,\N,airport,OurAirports
11820,Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.58509827,-110.1110001,6990,\N,\N,\N,airport,OurAirports
11821,Ozark Regional Airport,Mountain Home,United States,WMH,KBPK,36.3689003,-92.47049713,928,\N,\N,\N,airport,OurAirports
11822,W K Kellogg Airport,Battle Creek,United States,BTL,KBTL,42.30730057,-85.25150299,952,\N,\N,\N,airport,OurAirports
11823,Burley Municipal Airport,Burley,United States,BYI,KBYI,42.54259872,-113.7720032,4150,\N,\N,\N,airport,OurAirports
11824,Northeast Iowa Regional Airport,Charles City,United States,CCY,KCCY,43.07260132,-92.6108017,1125,\N,\N,\N,airport,OurAirports
11825,Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.66880035,-95.48509979,1002,\N,\N,\N,airport,OurAirports
11826,Jacksonville Executive at Craig Airport,Jacksonville,United States,CRG,KCRG,30.3362999,-81.51439667,41,\N,\N,\N,airport,OurAirports
11827,Crossville Memorial Whitson Field,Crossville,United States,CSV,KCSV,35.95130157,-85.08499908,1881,\N,\N,\N,airport,OurAirports
11828,Davison Army Air Field,Fort Belvoir,United States,DAA,KDAA,38.71500015,-77.18099976,73,\N,\N,\N,airport,OurAirports
11829,Barstow Daggett Airport,Daggett,United States,DAG,KDAG,34.85369873,-116.7870026,1930,\N,\N,\N,airport,OurAirports
11830,Deming Municipal Airport,Deming,United States,DMN,KDMN,32.26229858,-107.7210007,4314,\N,\N,\N,airport,OurAirports
11831,Desert Rock Airport,Mercury,United States,DRA,KDRA,36.6194,-116.032997,3314,\N,\N,\N,airport,OurAirports
11832,Needles Airport,Needles,United States,EED,KEED,34.7663002,-114.6230011,983,\N,\N,\N,airport,OurAirports
11833,Duke Field,Crestview,United States,EGI,KEGI,30.65040016,-86.52290344,191,\N,\N,\N,airport,OurAirports
11834,Murray Field,Eureka,United States,EKA,KEKA,40.80339813,-124.112999,7,\N,\N,\N,airport,OurAirports
11835,San Marcos Regional Airport,San Marcos,United States,\N,KHYI,29.8927,-97.862999,597,\N,\N,\N,airport,OurAirports
11836,Sawyer County Airport,Hayward,United States,HYR,KHYR,46.02519989,-91.44429779,1216,\N,\N,\N,airport,OurAirports
11837,Kimble County Airport,Junction,United States,JCT,KJCT,30.51129913,-99.7634964,1749,\N,\N,\N,airport,OurAirports
11838,Monticello Municipal Ellis Field,Monticello,United States,\N,KLLQ,33.6385994,-91.75099945,270,\N,\N,\N,airport,OurAirports
11839,Derby Field,Lovelock,United States,LOL,KLOL,40.06639862,-118.5650024,3904,\N,\N,\N,airport,OurAirports
11840,Mobridge Municipal Airport,Mobridge,United States,MBG,KMBG,45.54650116,-100.4079971,1716,\N,\N,\N,airport,OurAirports
11841,Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,United States,MCB,KMCB,31.17849922,-90.47190094,413,\N,\N,\N,airport,OurAirports
11842,Southern Illinois Airport,Carbondale/Murphysboro,United States,MDH,KMDH,37.77809906,-89.2519989,411,\N,\N,\N,airport,OurAirports
11843,Mc Entire Joint National Guard Base,Eastover,United States,MMT,KMMT,33.92079926,-80.80130005,254,\N,\N,\N,airport,OurAirports
11844,Brunswick Executive Airport,Brunswick,United States,NHZ,KNHZ,43.89220047,-69.93859863,72,\N,\N,\N,airport,OurAirports
11845,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB,KNRB,30.39109993,-81.42469788,15,\N,\N,\N,airport,OurAirports
11846,Orangeburg Municipal Airport,Orangeburg,United States,OGB,KOGB,33.45679855,-80.85949707,195,\N,\N,\N,airport,OurAirports
11847,Columbus Municipal Airport,Columbus,United States,\N,KOLU,41.44800186,-97.34259796,1447,\N,\N,\N,airport,OurAirports
11848,Ottumwa Regional Airport,Ottumwa,United States,OTM,KOTM,41.10660172,-92.44789886,845,\N,\N,\N,airport,OurAirports
11849,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,OZR,KOZR,31.27569962,-85.71340179,301,\N,\N,\N,airport,OurAirports
11850,Ralph Wenz Field,Pinedale,United States,PWY,KPNA,42.79550171,-109.8069992,7102,\N,\N,\N,airport,OurAirports
11851,Dutchess County Airport,Poughkeepsie,United States,POU,KPOU,41.62659836,-73.88420105,165,\N,\N,\N,airport,OurAirports
11852,New Richmond Regional Airport,New Richmond,United States,\N,KRNH,45.14830017,-92.5381012,998,\N,\N,\N,airport,OurAirports
11853,Russell Municipal Airport,Russell,United States,RSL,KRSL,38.87210083,-98.8117981,1862,\N,\N,\N,airport,OurAirports
11854,Redwood Falls Municipal Airport,Redwood Falls,United States,RWF,KRWF,44.54719925,-95.08229828,1024,\N,\N,\N,airport,OurAirports
11855,Salinas Municipal Airport,Salinas,United States,SNS,KSNS,36.66279984,-121.6060028,85,\N,\N,\N,airport,OurAirports
11856,Sonora Municipal Airport,Sonora,United States,\N,KSOA,30.58569908,-100.6490021,2140,\N,\N,\N,airport,OurAirports
11857,Saline County Regional Airport,Benton,United States,\N,KSUZ,34.59059906,-92.47940063,390,\N,\N,\N,airport,OurAirports
11858,Tonopah Airport,Tonopah,United States,TPH,KTPH,38.06019974,-117.086998,5430,\N,\N,\N,airport,OurAirports
11859,Aurora State Airport,Aurora,United States,\N,KUAO,45.24710083,-122.7699966,200,\N,\N,\N,airport,OurAirports
11860,Ukiah Municipal Airport,Ukiah,United States,UKI,KUKI,39.12599945,-123.2009964,614,\N,\N,\N,airport,OurAirports
11861,University Oxford Airport,Oxford,United States,UOX,KUOX,34.38430023,-89.53679657,452,\N,\N,\N,airport,OurAirports
11862,Huntsville Regional Airport,Huntsville,United States,HTV,KUTS,30.74690056,-95.58719635,363,\N,\N,\N,airport,OurAirports
11863,Miller Field,Valentine,United States,VTN,KVTN,42.85779953,-100.5479965,2596,\N,\N,\N,airport,OurAirports
11864,Winnemucca Municipal Airport,Winnemucca,United States,WMC,KWMC,40.89659882,-117.8059998,4308,\N,\N,\N,airport,OurAirports
11865,West Woodward Airport,Woodward,United States,WWR,KWWR,36.438,-99.5226667,2189,\N,\N,\N,airport,OurAirports
11866,Cape Canaveral AFS Skid Strip,Cocoa Beach,United States,\N,KXMR,28.46759987,-80.56659698,10,\N,\N,\N,airport,OurAirports
11867,Homey (Area 51) Airport,Groom Lake,United States,\N,KXTA,37.23500061,-115.810997,4462,\N,\N,\N,airport,OurAirports
11868,Zanesville Municipal Airport,Zanesville,United States,ZZV,KZZV,39.94440079,-81.89209747,900,\N,\N,\N,airport,OurAirports
11869,GjadÃ«r Air Base,GjadÃ«r,Albania,\N,LAGJ,41.895199,19.5987,23,\N,\N,\N,airport,OurAirports
11870,KukÃ«s Airport,KukÃ«s,Albania,\N,LAKU,42.03369904,20.41589928,1120,\N,\N,\N,airport,OurAirports
11871,KuÃ§ovÃ« Air Base,KuÃ§ovÃ«,Albania,\N,LAKV,40.77190018,19.90189934,135,\N,\N,\N,airport,OurAirports
11872,VlorÃ« Air Base,VlorÃ«,Albania,\N,LAVL,40.47610092,19.4741993,3,\N,\N,\N,airport,OurAirports
11873,Haskovo Malevo Airport,Haskovo,Bulgaria,\N,LBHS,41.976398,25.5898,160,\N,\N,\N,airport,OurAirports
11874,Gabrovnitsa Air Base,Gabrovnitsa,Bulgaria,\N,LBMG,43.54430008,23.27249908,626,\N,\N,\N,airport,OurAirports
11875,Graf Ignatievo Air Base,Graf Ignatievo,Bulgaria,\N,LBPG,42.29040146,24.7140007,190,\N,\N,\N,airport,OurAirports
11876,Dolna Mitropoliya Air Base,Dolna Mitropoliya,Bulgaria,\N,LBPL,43.451401,24.5028,330,\N,\N,\N,airport,OurAirports
11877,Balchik Air Base,Balchik,Bulgaria,\N,LBWB,43.42380142,28.18129921,660,\N,\N,\N,airport,OurAirports
11878,Cuatro Vientos Airport,Madrid,Spain,ECV,LECU,40.370701,-3.78514,2269,\N,\N,\N,airport,OurAirports
11879,CastellÃ³n-Costa Azahar Airport,CastellÃ³n de la Plana,Spain,CDT,LEDS,40.213889,0.073333,1145,\N,\N,\N,airport,OurAirports
11880,Teruel Airport,Teruel,Spain,TEV,LETL,40.403,-1.2183,3380,\N,\N,\N,airport,OurAirports
11881,Blois-Le Breuil Airport,Blois/Le Breuil,France,\N,LFOQ,47.678502,1.20884,398,\N,\N,\N,airport,OurAirports
11882,Trento-Mattarello Airport,Trento (TN),Italy,\N,LIDT,46.0214,11.1242,610,\N,\N,\N,airport,OurAirports
11883,Alessandria Airport,Alessandria,Italy,\N,LILA,44.925201,8.62513,299,\N,\N,\N,airport,OurAirports
11884,Biella-Cerrione Airport,Biella (BI),Italy,\N,LILE,45.4953,8.10278,920,\N,\N,\N,airport,OurAirports
11885,Vercelli Airport,Vercelli,Italy,\N,LILI,45.310233,8.417935,417,\N,\N,\N,airport,OurAirports
11886,Casale Monferrato Airport,Casale Monferrato,Italy,\N,LILM,45.111198,8.45603,377,\N,\N,\N,airport,OurAirports
11887,Varese-Venegono Airport,Varese,Italy,\N,LILN,45.742199,8.888233,1050,\N,\N,\N,airport,OurAirports
11888,Novi Ligure Airport,Novi Ligure,Italy,\N,LIMR,44.779999,8.78639,607,\N,\N,\N,airport,OurAirports
11889,Sarzana-Luni Air Base,Sarzana (SP),Italy,QLP,LIQW,44.088001,9.98795,45,\N,\N,\N,airport,OurAirports
11890,CÃ¢mpia Turzii Air Base,CÃ¢mpia Turzii,Romania,\N,LRCT,46.50230026,23.8859005,1083,\N,\N,\N,airport,OurAirports
11891,MÄƒrculeÅŸti International Airport,MÄƒrculeÅŸti,Moldova,\N,LUBM,47.86270142,28.21279907,312,\N,\N,\N,airport,OurAirports
11892,Cahul International Airport,Cahul,Moldova,\N,LUCH,45.84379959,28.26370049,652,\N,\N,\N,airport,OurAirports
11893,Tiraspol Airport,Tiraspol,Moldova,\N,LUTR,46.86809921,29.59059906,141,\N,\N,\N,airport,OurAirports
11894,Batajnica Air Base,Batajnica,Serbia,BJY,LYBT,44.935299,20.2575,265,\N,\N,\N,airport,OurAirports
11895,Rubelsanto Airport,Rubelsanto,Guatemala,RUV,MGRB,15.99199963,-90.44529724,426,\N,\N,\N,airport,OurAirports
11896,Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,XPL,MHSC,14.3824,-87.621201,2061,\N,\N,\N,airport,OurAirports
11897,Upala Airport,Upala,Costa Rica,UPL,MRUP,10.8922,-85.016197,184,\N,\N,\N,airport,OurAirports
11898,San Nicolas De Bari Airport,San NicolÃ¡s,Cuba,QSN,MUNB,22.7560997,-81.92089844,49,\N,\N,\N,airport,OurAirports
11899,San Julian Air Base,Pinar Del Rio,Cuba,SNJ,MUSJ,22.09530067,-84.15200043,98,\N,\N,\N,airport,OurAirports
11900,King Salman Abdulaziz Airport,,Saudi Arabia,DWD,OEDM,24.4499,44.121201,3026,\N,\N,\N,airport,OurAirports
11901,King Khaled Air Base,,Saudi Arabia,KMX,OEKM,18.29730034,42.80350113,6778,\N,\N,\N,airport,OurAirports
11902,Riyadh Air Base,Riyadh,Saudi Arabia,XXN,OERY,24.70980072,46.72520065,2082,\N,\N,\N,airport,OurAirports
11903,Jam Airport,Kangan,Iran,KNR,OIBJ,27.82049942,52.35219955,2173,\N,\N,\N,airport,OurAirports
11904,Hamadan Air Base,Hamadan,Iran,\N,OIHS,35.21160126,48.65340042,5609,\N,\N,\N,airport,OurAirports
11905,Payam International Airport,Karaj,Iran,PYK,OIIP,35.77610016,50.8266983,4170,\N,\N,\N,airport,OurAirports
11906,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,XIJ,OKAJ,28.93479919,47.79190063,409,\N,\N,\N,airport,OurAirports
11907,Rayak Air Base,Rayak,Lebanon,\N,OLRA,33.85079956,35.98770142,3018,\N,\N,\N,airport,OurAirports
11908,Mirpur Khas Air Base,Mirpur Khas,Pakistan,\N,OPMK,25.682501,69.0728,180,\N,\N,\N,airport,OurAirports
11909,Minhas Air Base,Kamra,Pakistan,ATG,OPMS,33.86909866,72.40090179,1023,\N,\N,\N,airport,OurAirports
11910,Rafiqui Air Base,Shorkot,Pakistan,\N,OPRQ,30.75810051,72.28250122,492,\N,\N,\N,airport,OurAirports
11911,Faisal Air Base,Karachi,Pakistan,\N,OPSF,24.87420082,67.11849976,29,\N,\N,\N,airport,OurAirports
11912,Mushaf Air Base,Sargodha,Pakistan,SGI,OPSR,32.04859924,72.66500092,614,\N,\N,\N,airport,OurAirports
11913,Qayyarah West Airport,Qayyarah,Iraq,RQW,ORQW,35.76720047,43.12509918,749,\N,\N,\N,airport,OurAirports
11914,Al Sahra Army Air Field,Tikrit,Iraq,\N,ORSH,34.6731987,43.54299927,451,\N,\N,\N,airport,OurAirports
11915,Tall Afar Army Air Field,Tall Afar,Iraq,\N,ORTF,36.28310013,42.40299988,996,\N,\N,\N,airport,OurAirports
11916,Al Taji Army Air Field,Taji,Iraq,\N,ORTI,33.52389908,44.25669861,121,\N,\N,\N,airport,OurAirports
11917,Ubaydah Bin Al Jarrah Airport,Al Cut,Iraq,\N,ORUB,32.48199844,45.75709915,68,\N,\N,\N,airport,OurAirports
11918,Nenana Municipal Airport,Nenana,United States,ENN,PANN,64.54730225,-149.0740051,362,\N,\N,\N,airport,OurAirports
11919,Wasilla Airport,Wasilla,United States,WWA,PAWS,61.57170105,-149.5399933,354,\N,\N,\N,airport,OurAirports
11920,Gangshan Air Force Base,Gangshan,Taiwan,\N,RCAY,22.78249931,120.2630005,34,\N,\N,\N,airport,OurAirports
11921,Asahikawa Airfield,,Japan,\N,RJCA,43.794734,142.365432,377,\N,\N,\N,airport,OurAirports
11922,Iwakuni Marine Corps Air Station,Iwakuni,Japan,IWK,RJOI,34.143902,132.235992,7,\N,\N,\N,airport,OurAirports
11923,Utsunomiya Airport,,Japan,\N,RJTU,36.5145,139.87101,334,\N,\N,\N,airport,OurAirports
11924,Jungwon Air Base/Chungju Airport,,South Korea,\N,RKTI,37.03024,127.886353,281,\N,\N,\N,airport,OurAirports
11925,Ie Jima Airport,Ie,Japan,IEJ,RORE,26.72200012,127.7850037,246,\N,\N,\N,airport,OurAirports
11926,Allah Valley Airport,Surallah,Philippines,AAV,RPMA,6.366819859,124.7509995,659,\N,\N,\N,airport,OurAirports
11927,Bislig Airport,,Philippines,BPH,RPMF,8.195949554,126.3219986,12,\N,\N,\N,airport,OurAirports
11928,Mati National Airport,,Philippines,MXI,RPMQ,6.949091,126.27368,156,\N,\N,\N,airport,OurAirports
11929,Presidente NÃ©stor Kirchner Regionsl Airport,Villa Maria,Argentina,\N,SAOV,-32.3201,-63.22663,670,\N,\N,\N,airport,OurAirports
11930,Chafei Amsei Airport,Barretos,Brazil,BAT,SBBT,-20.58449936,-48.59410095,1898,\N,\N,\N,airport,OurAirports
11931,Base de AviaÃ§Ã£o de TaubatÃ© Airport,TaubatÃ©,Brazil,QHP,SBTA,-23.0401001,-45.51599884,1908,\N,\N,\N,airport,OurAirports
11932,Barriles Airport,Tocopilla,Chile,TOQ,SCBE,-22.14109993,-70.06289673,3475,\N,\N,\N,airport,OurAirports
11933,Schroeder's field,Cochrane,Chile,\N,SCHR,35.071718,-91.738801,0,\N,\N,\N,airport,OurAirports
11934,ChaÃ±aral Airport,ChaÃ±aral,Chile,CNR,SCRA,-26.33250046,-70.6072998,97,\N,\N,\N,airport,OurAirports
11935,Panguilemo Airport,Talca,Chile,TLX,SCTL,-35.37779999,-71.60169983,371,\N,\N,\N,airport,OurAirports
11936,Victoria Airport,Victoria,Chile,ZIC,SCTO,-38.24560165,-72.34860229,1148,\N,\N,\N,airport,OurAirports
11937,Las Breas Airport,Taltal,Chile,TTC,SCTT,-25.56430054,-70.37590027,2580,\N,\N,\N,airport,OurAirports
11938,Gomez Nino Apiay Air Base,Apiay,Colombia,API,SKAP,4.07607,-73.5627,1207,\N,\N,\N,airport,OurAirports
11939,CoveÃ±as Airport,CoveÃ±as,Colombia,CVE,SKCV,9.40092,-75.6913,31,\N,\N,\N,airport,OurAirports
11940,German Olano Air Base,La Dorada,Colombia,PAL,SKPQ,5.48361,-74.6574,566,\N,\N,\N,airport,OurAirports
11941,Paz De Ariporo Airport,Paz De Ariporo,Colombia,PZA,SKPZ,5.87615,-71.8866,900,\N,\N,\N,airport,OurAirports
11942,Tunja Airport,Tunja,Colombia,\N,SKTJ,5.54138,-73.3445,8940,\N,\N,\N,airport,OurAirports
11943,Tres Esquinas Air Base,Tres Esquinas,Colombia,TQS,SKTQ,0.7459,-75.234,585,\N,\N,\N,airport,OurAirports
11944,MarandÃºa Air Base,MarandÃºa,Colombia,\N,SKUA,5.52448,-68.6856,285,\N,\N,\N,airport,OurAirports
11945,Juan Simons Vela Airport,Rioja,Peru,RIJ,SPJA,-6.067860126,-77.16000366,2707,\N,\N,\N,airport,OurAirports
11946,Shumba Airport,JaÃ©n,Peru,JAE,SPJE,-5.59248,-78.774002,2477,\N,\N,\N,airport,OurAirports
11947,Metropolitano Airport,,Venezuela,\N,SVMP,10.13316917,-66.78782654,574,\N,\N,\N,airport,OurAirports
11948,Issyk-Kul International Airport,Tamchy,Kyrgyzstan,IKU,UAFL,42.58792,76.713046,5425,\N,\N,\N,airport,OurAirports
11949,Kant Air Base,Kant,Kyrgyzstan,\N,UAFW,42.85319901,74.84649658,2549,\N,\N,\N,airport,OurAirports
11950,Ayaguz Airport,Ayaguz,Kazakhstan,\N,UASA,47.91859818,80.45279694,2119,\N,\N,\N,airport,OurAirports
11951,Chelkar Airport,Chelkar,Kazakhstan,\N,UATR,47.90499878,59.61999893,0,\N,\N,\N,airport,OurAirports
11952,Kyzyl-Syr Airport,Kyzyl-Syr,Russia,\N,UENK,63.88499832,122.7770004,331,\N,\N,\N,airport,OurAirports
11953,Vilyuisk Airport,Vilyuisk,Russia,VYI,UENW,63.75666809,121.6933365,361,\N,\N,\N,airport,OurAirports
11954,Belaya Gora Airport,,Russia,BGN,UESG,68.556602,146.231506,118,\N,\N,\N,airport,OurAirports
11955,Dzhermuk Airport,Dzhermuk,Armenia,\N,UGEJ,39.82400131,45.67399979,0,\N,\N,\N,airport,OurAirports
11956,Kamenny Ruchey Naval Air Base,Sovetskaya Gavan,Russia,\N,UHKG,49.23570251,140.1931,659,\N,\N,\N,airport,OurAirports
11957,Maygatka Airport.,Sovetskaya Gavan,Russia,GVN,UHKM,48.92699814,140.0339966,768,\N,\N,\N,airport,OurAirports
11958,Omsukchan Airport,Omsukchan,Russia,\N,UHMF,62.45700073,155.7449951,1732,\N,\N,\N,airport,OurAirports
11959,Chaybukha Airport,Chaybukha,Russia,\N,UHMG,61.83499908,160.5480042,207,\N,\N,\N,airport,OurAirports
11960,Keperveem Airport,Keperveem,Russia,\N,UHMK,67.84500122,166.1399994,623,\N,\N,\N,airport,OurAirports
11961,Magadan-13 Airport,Magadan,Russia,\N,UHMT,59.62329865,150.9219971,164,\N,\N,\N,airport,OurAirports
11962,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Russia,NLI,UHNN,53.154999,140.649994,170,\N,\N,\N,airport,OurAirports
11963,Palana Airport,Palana,Russia,\N,UHPL,59.08169937,159.8880005,112,\N,\N,\N,airport,OurAirports
11964,Zheleznogorsk Airport,Zheleznogorsk-Ilimsky,Russia,\N,UIBV,56.48770142,104.1060028,1946,\N,\N,\N,airport,OurAirports
11965,Gvardeyskoe Air Base,Sarabuz,Ukraine,\N,UKFG,45.11500168,33.97700119,721,\N,\N,\N,airport,OurAirports
11966,Saki Air Base,Saki,Ukraine,\N,UKFI,45.0929985,33.59500122,36,\N,\N,\N,airport,OurAirports
11967,Dzhankoy Airport,Dzhankoy,Ukraine,\N,UKFY,45.70090103,34.41889954,75,\N,\N,\N,airport,OurAirports
11968,Ozerne Air Base,Zhytomyr,Ukraine,\N,UKKO,50.158298,28.7383,761,\N,\N,\N,airport,OurAirports
11969,Severomorsk-1 Naval Air Base,Severomorsk,Russia,\N,ULAK,69.03166962,33.41833115,239,\N,\N,\N,airport,OurAirports
11970,Pushkin Airport,St. Petersburg,Russia,\N,ULLP,59.685001,30.338301,230,\N,\N,\N,airport,OurAirports
